Student_ID,Name,Department,Date,Time,Status
114,Surya P,AI&DS,06-08-2026,09:02,Present
115,Vignesh M,AI&DS,06-08-2026,09:00,Present
116,Ajay B,CSE,06-08-2026,09:00,Present
117,Deepak K,CSE,06-08-2026,09:05,Present
118,Kavin R,CSE,06-08-2026,09:07,Present
119,Mohan S,CSE,06-08-2026,09:20,Late
120,Rohit V,CSE,06-08-2026,09:02,Present
101,Arun Kumar,AI&DS,07-08-2026,,Absent
102,Bharath Raj,AI&DS,07-08-2026,09:06,Present
103,Charan M,AI&DS,07-08-2026,09:04,Present
104,Dinesh R,AI&DS,07-08-2026,09:01,Present
105,Gokul S,AI&DS,07-08-2026,09:12,Late
106,Hari Prasad,AI&DS,07-08-2026,09:04,Present
107,Karthik V,AI&DS,07-08-2026,09:07,Present
108,Lokesh K,AI&DS,07-08-2026,09:02,Present
109,Manoj T,AI&DS,07-08-2026,09:07,Present
110,Naveen P,AI&DS,07-08-2026,09:00,Present
111,Praveen Kumar,AI&DS,07-08-2026,,Absent
112,Rahul S,AI&DS,07-08-2026,09:05,Present
113,Sanjay R,AI&DS,07-08-2026,,Absent
114,Surya P,AI&DS,07-08-2026,09:08,Late
115,Vignesh M,AI&DS,07-08-2026,09:03,Present
116,Ajay B,AI & DS,07-08-2026,09:02,Present
117,Deepak K,CSE,07-08-2026,09:16,Late
118,Kavin R,CSE,07-08-2026,09:03,Present
119,Mohan S,CSE,07-08-2026,09:00,Present
120,Rohit V,CSE,07-08-2026,09:02,Present
101,Arun Kumar,AI&DS,10-08-2026,09:04,Present
102,Bharath Raj,AI&DS,10-08-2026,09:07,Present
103,Charan M,AI&DS,10-08-2026,09:01,Present
104,Dinesh R,AI&DS,10-08-2026,09:00,Present
105,Gokul S,AI&DS,10-08-2026,,Absent
106,Hari Prasad,AI&DS,10-08-2026,09:01,Present
107,Karthik V,AI&DS,10-08-2026,09:05,Present
108,Lokesh K,AI&DS,10-08-2026,09:03,Present
109,Manoj T,AI&DS,10-08-2026,09:01,Present
110,Naveen P,AI&DS,10-08-2026,09:24,Late
111,Praveen Kumar,AI&DS,10-08-2026,09:04,Present
112,Rahul S,AI&DS,10-08-2026,09:03,Present
113,Sanjay R,AI&DS,10-08-2026,09:05,Present
114,Surya P,AI&DS,10-08-2026,09:00,Present
115,Vignesh M,AI&DS,10-08-2026,09:02,Present
116,Ajay B,CSE,10-08-2026,09:01,Present
117,Deepak K,CSE,10-08-2026,09:00,Present
118,Kavin R,CSE,10-08-2026,09:03,Present
119,Mohan S,CSE,10-08-2026,09:03,Present
120,Rohit V,CSE,10-08-2026,,Absent
101,Arun Kumar,AI&DS,11-08-2026,09:17,PRESENT
102,Bharath Raj,AI&DS,11-08-2026,09:03,Present
103,Charan M,AI&DS,11-08-2026,09:02,Present
104,Dinesh R,AI&DS,11-08-2026,09:00,Present
105,Gokul S,AI&DS,11-08-2026,09:01,Present
106,Hari Prasad,AI&DS,11-08-2026,09:01,Present
107,Karthik V,AI&DS,11-08-2026,09:25,Late
108,Lokesh K,AI&DS,11-08-2026,09:00,Present
109,Manoj T,AI&DS,11-08-2026,09:02,Present
110,Naveen P,AI&DS,11-08-2026,09:04,Present
111,Praveen Kumar,AI&DS,11-08-2026,09:08,Present
112,Rahul S,AI&DS,11-08-2026,09:03,Present
113,Sanjay R,AI&DS,11-08-2026,09:21,Late
114,Surya P,AI&DS,11-08-2026,,Absent
115,Vignesh M,AI&DS,11-08-2026,,Absent
116,Ajay B,CSE,11-08-2026,09:03,Present
117,Deepak K,CSE,11-08-2026,09:02,Present
118,Kavin R,CSE,11-08-2026,09:00,Present
119,Mohan S,CSE,11-08-2026,09:02,Present
120,Rohit V,CSE,11-08-2026,09:03,Present
101,Arun Kumar,AI&DS,12-08-2026,09:10,Present
102,Bharath Raj,AI&DS,12-08-2026,09:22,Late
103,Charan M,AI&DS,12-08-2026,09:02,Present
104,Dinesh R,AI&DS,12-08-2026,09:03,Present
105,Gokul S,AI&DS,12-08-2026,09:02,Present
106,  Kavin R  ,AI&DS,12-08-2026,09:00,Present
107,Karthik V,AI&DS,12-08-2026,09:06,Present
108,Lokesh K,AI&DS,12-08-2026,09:05,Present
109,Manoj T,AI&DS,12-08-2026,09:05,Present
110,Naveen P,AI&DS,12-08-2026,09:00,Present
111,Praveen Kumar,AI&DS,12-08-2026,09:07,Present
112,Rahul S,AI&DS,12-08-2026,,Absent
113,Sanjay R,AI&DS,12-08-2026,09:10,Late
114,Surya P,AI&DS,12-08-2026,09:00,Present
115,Vignesh M,AI&DS,12-08-2026,09:04,Present
116,Ajay B,CSE,12-08-2026,09:09,Present
117,Deepak K,CSE,12-08-2026,09:00,Present
118,Kavin R,CSE,12-08-2026,09:01,Present
119,Mohan S,CSE,12-08-2026,09:26,Late
120,Rohit V,CSE,12-08-2026,09:03,Present
101,Arun Kumar,AI&DS,13-08-2026,09:01,Present
102,Bharath Raj,AI&DS,13-08-2026,09:14,Late
103,Charan M,AI&DS,13-08-2026,09:00,Present
104,Dinesh R,AI&DS,13-08-2026,09:03,Present
105,Gokul S,AI&DS,13-08-2026,09:00,Present
106,Hari Prasad,AI&DS,13-08-2026,09:04,Present
107,Karthik V,AI&DS,13-08-2026,09:09,Late
108,Lokesh K,AI&DS,13-08-2026,09:00,Present
109,Manoj T,AI&DS,13-08-2026,,Absent
110,Naveen P,AI&DS,13-08-2026,09:07,Present
111,Praveen Kumar,AI&DS,13-08-2026,09:00,Present
112,Rahul S,AI&DS,13-08-2026,09:02,Present
113,Sanjay R,AI&DS,13-08-2026,09:15,Late
114,Surya P,AI&DS,13-08-2026,09:05,Present
115,Vignesh M,AI&DS,13-08-2026,09:00,Present
116,Ajay B,CSE,13-08-2026,09:03,Present
117,Deepak K,CSE,13-08-2026,09:06,Present
118,Kavin R,CSE,13-08-2026,09:00,Present
119,Mohan S,CSE,13-08-2026,09:10,Late
120,Rohit V,CSE,13-08-2026,09:03,Present
101,Arun Kumar,AI&DS,14-08-2026,09:25,Late
102,Bharath Raj,AI&DS,14-08-2026,09:03,Present
103,Charan M,AI&DS,14-08-2026,09:05,Present
104,Dinesh R,AI&DS,14-08-2026,09:00,Present
105,Gokul S,AI&DS,14-08-2026,09:00,Present
106,Hari Prasad,AI&DS,14-08-2026,09:04,Present
107,Karthik V,AI&DS,14-08-2026,09:03,Present
108,Lokesh K,AI&DS,14-08-2026,09:03,Present
109,Manoj T,AI&DS,14-08-2026,09:04,Present
110,Naveen P,AI&DS,14-08-2026,09:00,Present
111,Praveen Kumar,AI&DS,14-08-2026,09:09,Late
112,Rahul S,AI&DS,14-08-2026,09:03,Present
113,Sanjay R,AI&DS,14-08-2026,09:03,Present
114,Surya P,AI&DS,14-08-2026,09:00,Present
115,Vignesh M,AI&DS,14-08-2026,,Absent
116,Ajay B,CSE,14-08-2026,09:08,Present
117,Deepak K,CSE,14-08-2026,09:04,Present
118,Kavin R,CSE,14-08-2026,09:00,Present
119,Mohan S,CSE,14-08-2026,09:04,Present
120,Rohit V,CSE,14-08-2026,09:00,Present
101,Arun Kumar,AI&DS,17-08-2026,09:05,Present
102,Bharath Raj,AI&DS,17-08-2026,09:06,Present
103,Charan M,AI&DS,17-08-2026,09:00,Present
104,Dinesh R,AI&DS,17-08-2026,09:05,Present
105,Gokul S,AI&DS,17-08-2026,09:04,Present
106,Hari Prasad,AI&DS,17-08-2026,09:05,Present
107,Karthik V,AI&DS,17-08-2026,09:08,Present
108,Lokesh K,AI&DS,17-08-2026,09:02,Present
109,Manoj T,AI&DS,17-08-2026,09:00,Present
110,Naveen P,AI&DS,17-08-2026,09:00,Present
111,Praveen Kumar,AI&DS,17-08-2026,,Absent
112,Rahul S,AI&DS,17-08-2026,09:00,Present
113,Sanjay R,AI&DS,17-08-2026,09:02,Present
114,Surya P,AI&DS,17-08-2026,09:04,Present
115,Vignesh M,AI&DS,17-08-2026,09:10,Late
116,Ajay B,CSE,17-08-2026,09:03,Present
117,Deepak K,CSE,17-08-2026,09:05,Present
118,Kavin R,CSE,17-08-2026,09:03,Present
119,Mohan S,CSE,17-08-2026,09:07,Present
120,Rohit V,CSE,17-08-2026,09:15,Late
101,Arun Kumar,AI&DS,18-08-2026,09:02,Present
102,Bharath Raj,AI&DS,18-08-2026,09:11,Present
103,Charan M,AI&DS,18-08-2026,09:04,Present
104,Dinesh R,AI&DS,18-08-2026,09:00,Present
105,Gokul S,AI&DS,18-08-2026,09:00,Present
106,Hari Prasad,AI&DS,18-08-2026,09:04,Present
107,Karthik V,AI&DS,18-08-2026,09:02,Present
108,Lokesh K,AI&DS,18-08-2026,09:05,Present
109,Manoj T,AI&DS,18-08-2026,09:04,Present
110,Naveen P,AI&DS,18-08-2026,09:02,Present
111,Praveen Kumar,AI&DS,18-08-2026,09:00,Present
112,Rahul S,AI&DS,18-08-2026,09:00,Present
113,Sanjay R,AI&DS,18-08-2026,09:01,Present
114,Surya P,AI&DS,18-08-2026,,Absent
115,Vignesh M,AI&DS,18-08-2026,,Absent
116,Ajay B,CSE,18-08-2026,09:05,Present
117,Deepak K,CSE,18-08-2026,09:03,Present
118,Kavin R,CSE,18-08-2026,09:00,Present
119,Mohan S,CSE,18-08-2026,09:03,Present
120,Rohit V,CSE,18-08-2026,09:04,Present
101,Arun Kumar,AI&DS,19-08-2026,09:00,Present
102,Bharath Raj,AI&DS,19-08-2026,09:03,Present
103,Charan M,AI&DS,19-08-2026,09:03,Present
104,Dinesh R,AI&DS,19-08-2026,09:00,Present
105,Gokul S,AI&DS,19-08-2026,09:04,Present
106,Hari Prasad,AI&DS,19-08-2026,09:04,Present
107,Karthik V,AI&DS,19-08-2026,09:06,Present
108,Lokesh K,AI&DS,19-08-2026,09:06,Present
109,Manoj T,AI&DS,19-08-2026,09:00,Present
110,Naveen P,AI&DS,19-08-2026,,Absent
111,Praveen Kumar,AI&DS,19-08-2026,09:24,Late
112,Rahul S,AI&DS,19-08-2026,09:00,Present
113,Sanjay R,AI&DS,19-08-2026,09:17,Late
114,Surya P,AI&DS,19-08-2026,,Absent
115,Vignesh M,AI&DS,19-08-2026,09:04,Present
116,Ajay B,CSE,19-08-2026,09:16,Late
117,Deepak K,CSE,19-08-2026,09:04,Present
118,Kavin R,CSE,19-08-2026,09:04,Present
119,Mohan S,CSE,19-08-2026,09:14,Present
120,Rohit V,CSE,19-08-2026,09:04,Present
101,Arun Kumar,AI&DS,20-08-2026,09:06,Present
102,Bharath Raj,AI&DS,20-08-2026,09:05,Present
103,Charan M,AI&DS,20-08-2026,09:04,Present
104,Dinesh R,AI&DS,20-08-2026,09:02,Present
105,Gokul S,AI&DS,20-08-2026,09:05,Present
106,Hari Prasad,AI&DS,20-08-2026,09:00,Present
107,Karthik V,AI&DS,20-08-2026,,Absent
108,Lokesh K,AI&DS,20-08-2026,09:10,Late
109,Manoj T,AI&DS,20-08-2026,09:02,Present
110,Naveen P,AI&DS,20-08-2026,09:09,Late
111,Praveen Kumar,AI&DS,20-08-2026,09:01,Present
112,Rahul S,AI&DS,20-08-2026,09:03,Present
113,Sanjay R,AI&DS,20-08-2026,09:09,Present
114,Surya P,AI&DS,20-08-2026,09:00,Present
115,Vignesh M,AI&DS,20-08-2026,09:05,Present
116,Ajay B,CSE,20-08-2026,09:00,Present
117,Deepak K,CSE,20-08-2026,09:01,Present
118,Kavin R,CSE,20-08-2026,09:06,Present
119,Mohan S,CSE,20-08-2026,09:03,Present
120,Rohit V,CSE,20-08-2026,09:12,Late
101,Arun Kumar,AI&DS,21-08-2026,09:00,Present
102,Bharath Raj,AI&DS,21-08-2026,09:26,Late
103,Charan M,AI&DS,21-08-2026,09:00,Present
104,Dinesh R,AI&DS,21-08-2026,09:05,Present
105,Gokul S,AI&DS,21-08-2026,09:00,Present
106,Hari Prasad,AI&DS,21-08-2026,09:03,Present
107,Karthik V,AI&DS,21-08-2026,,Absent
108,Lokesh K,AI&DS,21-08-2026,,Absent
109,Manoj T,AI&DS,21-08-2026,09:03,Present
110,Naveen P,AI&DS,21-08-2026,09:01,Present
111,Praveen Kumar,AI&DS,21-08-2026,09:09,Present
112,Rahul S,AI&DS,21-08-2026,09:04,Present
113,Sanjay R,AI&DS,21-08-2026,09:00,Present
114,Surya P,AI&DS,21-08-2026,09:03,Present
115,Vignesh M,AI&DS,21-08-2026,09:27,Late
116,Ajay B,CSE,21-08-2026,09:01,Present
117,Deepak K,CSE,21-08-2026,,Absent
118,Kavin R,CSE,21-08-2026,09:05,Present
119,Mohan S,CSE,21-08-2026,09:00,Present
120,Rohit V,CSE,21-08-2026,09:02,Present
101,Arun Kumar,AI&DS,24-08-2026,09:04,Present
102,Bharath Raj,AI&DS,24-08-2026,09:05,Present
103,Charan M,AI&DS,24-08-2026,09:00,Present
104,Dinesh R,AI&DS,24-08-2026,,Absent
105,Gokul S,AI&DS,24-08-2026,09:01,Present
106,Hari Prasad,AI&DS,24-08-2026,09:01,Present
107,Karthik V,AI&DS,24-08-2026,09:01,Present
108,Lokesh K,AI&DS,24-08-2026,09:08,Present
109,Manoj T,AI&DS,24-08-2026,09:04,Present
110,Naveen P,AI&DS,24-08-2026,09:00,Present
111,Praveen Kumar,AI&DS,24-08-2026,09:05,Present
112,Rahul S,AI&DS,24-08-2026,09:09,Present
113,Sanjay R,AI&DS,24-08-2026,09:06,Present
114,Surya P,AI&DS,24-08-2026,09:00,Present
115,Vignesh M,AI&DS,24-08-2026,09:01,Present
116,Ajay B,CSE,24-08-2026,,Absent
117,Deepak K,CSE,24-08-2026,09:06,Present
118,Kavin R,CSE,24-08-2026,09:15,Late
119,Mohan S,CSE,24-08-2026,09:00,Present
120,Rohit V,CSE,24-08-2026,09:04,Present
101,Arun Kumar,AI&DS,25-08-2026,09:05,Present
102,Bharath Raj,AI&DS,25-08-2026,09:00,Present
103,Charan M,AI&DS,25-08-2026,09:02,Present
104,Dinesh R,AI&DS,25-08-2026,09:00,Present
105,Gokul S,AI&DS,25-08-2026,09:00,Present
106,Hari Prasad,AI&DS,25-08-2026,09:02,Present
107,Karthik V,AI&DS,25-08-2026,09:00,Present
108,Lokesh K,AI&DS,25-08-2026,09:18,Late
109,Manoj T,AI&DS,25-08-2026,,Absent
110,Naveen P,AI&DS,25-08-2026,09:07,Present
111,Praveen Kumar,AI&DS,25-08-2026,,Absent
112,Rahul S,AI&DS,25-08-2026,09:00,Present
113,Sanjay R,AI&DS,25-08-2026,,Absent
114,Surya P,AI&DS,25-08-2026,09:01,Present
115,Vignesh M,AI&DS,25-08-2026,09:03,Present
116,Ajay B,CSE,25-08-2026,09:07,Present
117,Deepak K,CSE,25-08-2026,09:00,Present
118,Kavin R,CSE,25-08-2026,09:06,Present
119,Mohan S,CSE,25-08-2026,09:03,Present
120,Rohit V,CSE,25-08-2026,09:00,Present
101,Arun Kumar,AI&DS,26-08-2026,09:04,Present
102,Bharath Raj,AI&DS,26-08-2026,09:03,Present
103,Charan M,AI&DS,26-08-2026,09:01,Present
104,Dinesh R,AI&DS,26-08-2026,09:03,Present
105,Gokul S,AI&DS,26-08-2026,09:01,Present
106,Hari Prasad,AI&DS,26-08-2026,,Absent
107,Karthik V,AI&DS,26-08-2026,09:03,Present
108,Lokesh K,AI&DS,26-08-2026,09:04,Present
109,Manoj T,AI&DS,26-08-2026,09:07,Present
110,Naveen P,AI&DS,26-08-2026,09:00,Present
111,Praveen Kumar,AI&DS,26-08-2026,09:09,Present
112,Rahul S,AI&DS,26-08-2026,09:00,Present
113,Sanjay R,AI&DS,26-08-2026,09:02,Present
114,Surya P,AI&DS,26-08-2026,09:04,Present
115,Vignesh M,AI&DS,26-08-2026,09:03,Present
116,Ajay B,CSE,26-08-2026,09:17,Late
117,Deepak K,CSE,26-08-2026,09:01,Present
118,Kavin R,CSE,26-08-2026,09:02,Present
119,Mohan S,CSE,26-08-2026,09:01,Present
120,Rohit V,CSE,26-08-2026,09:01,Present
101,Arun Kumar,AI&DS,27-08-2026,09:05,Present
102,Bharath Raj,AI&DS,27-08-2026,09:04,Present
103,Charan M,AI&DS,27-08-2026,09:00,Present
104,Dinesh R,AI&DS,27-08-2026,09:05,Present
105,Gokul S,AI&DS,27-08-2026,09:03,Present
106,Hari Prasad,AI&DS,27-08-2026,09:05,Present
107,Karthik V,AI&DS,27-08-2026,09:04,Present
108,Lokesh K,AI&DS,27-08-2026,09:00,Present
109,Manoj T,AI&DS,27-08-2026,09:17,Late
110,Naveen P,AI&DS,27-08-2026,09:01,Present
111,Praveen Kumar,AI&DS,27-08-2026,09:05,Present
112,Rahul S,AI&DS,27-08-2026,09:04,Present
113,Sanjay R,AI&DS,27-08-2026,09:02,Present
114,Surya P,AI&DS,27-08-2026,09:03,Present
115,Vignesh M,AI&DS,27-08-2026,09:06,Present
116,Ajay B,CSE,27-08-2026,09:01,Present
117,Deepak K,CSE,27-08-2026,09:04,Present
118,Kavin R,CSE,27-08-2026,,Absent
119,Mohan S,CSE,27-08-2026,09:02,Present
120,Rohit V,CSE,27-08-2026,09:02,Present
101,Arun Kumar,AI&DS,28-08-2026,09:06,Present
102,Bharath Raj,AI&DS,28-08-2026,09:05,Present
103,Charan M,AI&DS,28-08-2026,09:05,Present
104,Dinesh R,AI&DS,28-08-2026,09:06,Present
105,Gokul S,AI&DS,28-08-2026,09:15,Late
106,Hari Prasad,AI&DS,28-08-2026,09:03,Present
107,Karthik V,AI&DS,28-08-2026,09:05,Present
108,Lokesh K,AI&DS,28-08-2026,09:02,Present
109,Manoj T,AI&DS,28-08-2026,09:03,Present
110,Naveen P,AI&DS,28-08-2026,09:02,Present
111,Praveen Kumar,AI&DS,28-08-2026,09:03,Present
112,Rahul S,AI&DS,28-08-2026,09:10,Late
113,Sanjay R,AI&DS,28-08-2026,09:04,Present
114,Surya P,AI&DS,28-08-2026,09:26,Late
115,Vignesh M,AI&DS,28-08-2026,09:00,Present
116,Ajay B,CSE,28-08-2026,09:09,Present
117,Deepak K,CSE,28-08-2026,09:00,Present
118,Kavin R,CSE,28-08-2026,09:00,Present
119,Mohan S,CSE,28-08-2026,09:06,Present
120,Rohit V,CSE,28-08-2026,09:05,Present
106,Hari Prasad,AI&DS,20-08-2026,09:00,Present
106,Hari Prasad,AI&DS,06-08-2026,09:00,Present
101,Arun Kumar,AI&DS,11-08-2026,09:17,Late
113,Sanjay R,AI&DS,11-08-2026,09:21,Late
119,Mohan S,CSE,27-08-2026,09:02,Present
107,Karthik V,AI&DS,04-08-2026,09:27,Late
108,Lokesh K,AI&DS,21-08-2026,,Absent
112,Rahul S,AI&DS,10-08-2026,09:03,Present
